"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"1B","Austin Romine",2400,"Hou@NYY 01:05PM ET",0,"NYY"
"3B","Gordon Beckham",2400,"Was@Atl 04:10PM ET",0,"Atl"
"C","Tucker Barnhart",2400,"Phi@Cin 04:10PM ET",0,"Cin"
"2B/SS","Daniel Castro",2400,"Was@Atl 04:10PM ET",0,"Atl"
"2B","Wilmer Difo",2400,"Was@Atl 04:10PM ET",0,"Was"
"2B/SS","Taylor Featherston",2400,"Phi@Cin 04:10PM ET",0,"Phi"
"OF","Reed Johnson",2300,"Was@Atl 04:10PM ET",0,"Was"
"C","José Lobatón",2300,"Was@Atl 04:10PM ET",0,"Was"
"2B/SS","Emmanuel Burriss",2300,"Phi@Cin 04:10PM ET",0,"Phi"
"OF","Shane Robinson",2300,"Bos@Cle 04:10PM ET",0,"Cle"
"OF","Chris Heisey",2300,"Was@Atl 04:10PM ET",0,"Was"
"3B/SS","Marwin González",2300,"Hou@NYY 01:05PM ET",0,"Hou"
"OF","Robbie Grossman",2300,"Bos@Cle 04:10PM ET",0,"Cle"
"OF","Daniel Robertson",2300,"Sea@Tex 04:05PM ET",0,"Sea"
"1B/OF","Tyler Moore",2300,"Was@Atl 04:10PM ET",0,"Was"
"C","Steven Baron",2300,"Sea@Tex 04:05PM ET",0,"Sea"
"2B/3B","Ronald Torreyes",2300,"Hou@NYY 01:05PM ET",0,"NYY"
"C","Rob Brantly",2300,"Sea@Tex 04:05PM ET",0,"Sea"
"OF","Michael Reed",2300,"SF@Mil 02:10PM ET",0,"Mil"
"OF","Jeff Francoeur",2200,"Was@Atl 04:10PM ET",0,"Atl"
"2B/3B","Brendan Ryan",2200,"Was@Atl 04:10PM ET",0,"Was"
"OF","Brennan Boesch",2200,"Bos@Cle 04:10PM ET",0,"Bos"
"OF","Gorkys Hernández",2200,"SF@Mil 02:10PM ET",0,"SF"
"1B/OF","Efrén Navarro",2200,"Sea@Tex 04:05PM ET",0,"Sea"
"C","Max Stassi",2200,"Hou@NYY 01:05PM ET",0,"Hou"
"C","Ramón Cabrera",2200,"Phi@Cin 04:10PM ET",0,"Cin"
"OF","Ramón Flores",2200,"SF@Mil 02:10PM ET",0,"Mil"
"2B/SS","Luis Sardiñas",2200,"Sea@Tex 04:05PM ET",0,"Sea"
"2B/SS","Pedro Ciriaco",2100,"Sea@Tex 04:05PM ET",0,"Tex"
"C","Jhonatan Solano",2100,"Was@Atl 04:10PM ET",0,"Was"
"C","Jesús Sucre",2100,"Sea@Tex 04:05PM ET",0,"Sea"
"OF","César Puello",2100,"Hou@NYY 01:05PM ET",0,"NYY"
"OF","Eury Pérez",2100,"Hou@NYY 01:05PM ET",0,"Hou"
"OF","Kyle Waldrop",2100,"Phi@Cin 04:10PM ET",0,"Cin"
"C","Pedro Severino",2100,"Was@Atl 04:10PM ET",0,"Was"
"1B","A.J. Reed",2100,"Hou@NYY 01:05PM ET",0,"Hou"
"OF","Chris Denorfia",2000,"Hou@NYY 01:05PM ET",0,"NYY"
"3B","Reid Brignac",2000,"Was@Atl 04:10PM ET",0,"Atl"
"OF","Shane Peterson",2000,"SF@Mil 02:10PM ET",0,"Mil"
"C","Ryan Lavarnway",2000,"Was@Atl 04:10PM ET",0,"Atl"
"2B/3B","Ryan Jackson",2000,"Phi@Cin 04:10PM ET",0,"Phi"
"1B","Sam Travis",2000,"Bos@Cle 04:10PM ET",0,"Bos"
