P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,,RP,Jonathan Papelbon (6699628),Jonathan Papelbon,6699628,4000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,RP,Jim Henderson (6699673),Jim Henderson,6699673,4000,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,SP,James McDonald (6699401),James McDonald,6699401,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Phil Coke (6699513),Phil Coke,6699513,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,Matt Thornton (6699583),Matt Thornton,6699583,4000,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,SP,Chad Billingsley (6699357),Chad Billingsley,6699357,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Eric O'Flaherty (6699535),Eric O'Flaherty,6699535,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,Pedro Strop (6699584),Pedro Strop,6699584,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,SP,Felipe Paulino (6699317),Felipe Paulino,6699317,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,RP,Yusmeiro Petit (6699629),Yusmeiro Petit,6699629,4000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,SP,Junior Guerra (6699379),Junior Guerra,6699379,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,RP,Alexi Ogando (6699536),Alexi Ogando,6699536,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,Aaron Laffey (6699630),Aaron Laffey,6699630,4000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,RP,Fernando Rodriguez (6699491),Fernando Rodriguez,6699491,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,RP,Carlos Torres (6699561),Carlos Torres,6699561,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,RP,Jerry Blevins (6699674),Jerry Blevins,6699674,4000,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,RP,Mark Lowe (6699631),Mark Lowe,6699631,4000,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,RP,Wade Davis (6699514),Wade Davis,6699514,4000,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,RP,Javy Guerra (6699650),Javy Guerra,6699650,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,RP,J.P. Howell (6699675),J.P. Howell,6699675,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Jonny Venters (6699537),Jonny Venters,6699537,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,Ross Ohlendorf (6699604),Ross Ohlendorf,6699604,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Huston Street (6699651),Huston Street,6699651,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,RP,Steve Delabar (6699605),Steve Delabar,6699605,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Mike Dunn (6699562),Mike Dunn,6699562,4000,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,RP,Travis Wood (6699585),Travis Wood,6699585,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Michael Kirkman (6699563),Michael Kirkman,6699563,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,RP,Clayton Richard (6699586),Clayton Richard,6699586,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Josh Outman (6699538),Josh Outman,6699538,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,David Hernandez (6699539),David Hernandez,6699539,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Kenley Jansen (6699676),Kenley Jansen,6699676,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Trevor Bell (6699606),Trevor Bell,6699606,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Anthony Varvaro (6699492),Anthony Varvaro,6699492,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,RP,Seung Hwan Oh (6699652),Seung Hwan Oh,6699652,4000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,RP,Luke Hochevar (6699515),Luke Hochevar,6699515,4000,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,RP,Andrew Miller (6699516),Andrew Miller,6699516,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,Jeremy Jeffress (6699564),Jeremy Jeffress,6699564,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,RP,Ryan Buchter (6699587),Ryan Buchter,6699587,4000,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,RP,Bryan Morris (6699565),Bryan Morris,6699565,4000,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,SP,Cory Rasmus (6699458),Cory Rasmus,6699458,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,RP,Wade LeBlanc (6699653),Wade LeBlanc,6699653,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,RP,Trevor Cahill (6699588),Trevor Cahill,6699588,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Blake Wood (6699607),Blake Wood,6699607,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Joe Smith (6699654),Joe Smith,6699654,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,RP,Jared Hughes (6699608),Jared Hughes,6699608,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,RP,Josh Ravin (6699677),Josh Ravin,6699677,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Chris Hatcher (6699678),Chris Hatcher,6699678,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Andrew Bailey (6699540),Andrew Bailey,6699540,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Dellin Betances (6699517),Dellin Betances,6699517,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,Mark Melancon (6699609),Mark Melancon,6699609,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,RP,Jordan Walden (6699655),Jordan Walden,6699655,4000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,RP,Tony Watson (6699610),Tony Watson,6699610,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,RP,Jon Edwards (6699589),Jon Edwards,6699589,4000,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,RP,Blake Parker (6699590),Blake Parker,6699590,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Cory Luebke (6699611),Cory Luebke,6699611,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,RP,Preston Claiborne (6699566),Preston Claiborne,6699566,4000,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,RP,Drew Hayes (6699612),Drew Hayes,6699612,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Neftali Feliz (6699613),Neftali Feliz,6699613,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,RP,Hector Rondon (6699591),Hector Rondon,6699591,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Antonio Bastardo (6699679),Antonio Bastardo,6699679,4000,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,RP,Jeanmar Gomez (6699541),Jeanmar Gomez,6699541,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Fernando Salas (6699656),Fernando Salas,6699656,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,RP,John Axford (6699493),John Axford,6699493,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,RP,Nick Hagadone (6699567),Nick Hagadone,6699567,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,RP,Shawn Kelley (6699632),Shawn Kelley,6699632,4000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,RP,Marc Rzepczynski (6699494),Marc Rzepczynski,6699494,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,RP,Greg Holland (6699519),Greg Holland,6699519,4000,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,RP,Sean Doolittle (6699495),Sean Doolittle,6699495,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,RP,Neil Ramirez (6699592),Neil Ramirez,6699592,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Ryan Brasier (6699496),Ryan Brasier,6699496,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,1B,Freddie Freeman (6699754),Freddie Freeman,6699754,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,Michael Blazek (6699568),Michael Blazek,6699568,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,RP,Justin Grimm (6699593),Justin Grimm,6699593,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Sammy Solis (6699633),Sammy Solis,6699633,4000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,RP,Pedro Baez (6699680),Pedro Baez,6699680,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Mitch Harris (6699657),Mitch Harris,6699657,4000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,RP,Tommy Layne (6699497),Tommy Layne,6699497,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,RP,J.C. Ramirez (6699614),J.C. Ramirez,6699614,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Liam Hendriks (6699498),Liam Hendriks,6699498,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,RP,Jose Alvarez (6699658),Jose Alvarez,6699658,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,RP,Tim Collins (6699521),Tim Collins,6699521,4000,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,RP,Aaron Crow (6699594),Aaron Crow,6699594,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,SP,Lance Lynn (6699461),Lance Lynn,6699461,4000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,RP,Kyle Lobstein (6699615),Kyle Lobstein,6699615,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,RP,Brad Hand (6699595),Brad Hand,6699595,4000,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,RP,Robbie Ross Jr. (6699499),Robbie Ross Jr.,6699499,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,RP,Craig Kimbrel (6699500),Craig Kimbrel,6699500,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,SP,Jonathan Pettibone (6699407),Jonathan Pettibone,6699407,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Justin Wilson (6699635),Justin Wilson,6699635,4000,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,RP,Michael Kohn (6699543),Michael Kohn,6699543,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,2B,Josh Harrison (6699802),Josh Harrison,6699802,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,RP,Will Smith (6699569),Will Smith,6699569,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,RP,Blaine Hardy (6699636),Blaine Hardy,6699636,4000,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,SP,Brian Flynn (6699349),Brian Flynn,6699349,4000,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,RP,Aaron Barrett (6699637),Aaron Barrett,6699637,4000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,RP,Brandon Maurer (6699596),Brandon Maurer,6699596,4000,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,RP,Hunter Cervenka (6699545),Hunter Cervenka,6699545,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,Kelvin Herrera (6699522),Kelvin Herrera,6699522,4000,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,RP,Jenrry Mejia (6699681),Jenrry Mejia,6699681,4000,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,RP,Arodys Vizcaino (6699546),Arodys Vizcaino,6699546,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,Jeurys Familia (6699682),Jeurys Familia,6699682,4000,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,RP,Arquimedes Caminero (6699616),Arquimedes Caminero,6699616,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,RP,Kevin Siegrist (6699659),Kevin Siegrist,6699659,4000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,SP,Matt Magill (6699426),Matt Magill,6699426,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Koji Uehara (6699501),Koji Uehara,6699501,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,RP,Junichi Tazawa (6699502),Junichi Tazawa,6699502,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,RP,Matt Purke (6699638),Matt Purke,6699638,4000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,RP,Alex Wilson (6699639),Alex Wilson,6699639,4000,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,RP,Adam Warren (6699597),Adam Warren,6699597,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,OF,Jeremy Hazelbaker (6700024),Jeremy Hazelbaker,6700024,4000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,RP,Louis Coleman (6699683),Louis Coleman,6699683,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Caleb Cotham (6699617),Caleb Cotham,6699617,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Buddy Baumann (6699598),Buddy Baumann,6699598,4000,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,SP,Mark Appel (6699364),Mark Appel,6699364,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,SP,Pierce Johnson (6699409),Pierce Johnson,6699409,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Bryan Mitchell (6699523),Bryan Mitchell,6699523,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,A.J. Ramos (6699571),A.J. Ramos,6699571,4000,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,RP,Trevor Rosenthal (6699661),Trevor Rosenthal,6699661,4000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,RP,Zack Jones (6699572),Zack Jones,6699572,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,RP,Keith Butler (6699662),Keith Butler,6699662,4000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,RP,Mario Hollands (6699547),Mario Hollands,6699547,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Pat Light (6699503),Pat Light,6699503,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,RP,Diego Moreno (6699524),Diego Moreno,6699524,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,Mike Morin (6699663),Mike Morin,6699663,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,RP,Buck Farmer (6699640),Buck Farmer,6699640,4000,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,RP,Paco Rodriguez (6699548),Paco Rodriguez,6699548,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,Josh Edgin (6699684),Josh Edgin,6699684,4000,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,RP,Jose Cisnero (6699618),Jose Cisnero,6699618,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Yhonathan Barrios (6699573),Yhonathan Barrios,6699573,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,RP,Felipe Rivero (6699641),Felipe Rivero,6699641,4000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,RP,Kirby Yates (6699525),Kirby Yates,6699525,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,Jose Valdez (6699642),Jose Valdez,6699642,4000,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,RP,Hansel Robles (6699685),Hansel Robles,6699685,4000,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,RP,Yimi Garcia (6699686),Yimi Garcia,6699686,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Lisalverto Bonilla (6699687),Lisalverto Bonilla,6699687,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Aroldis Chapman (6699526),Aroldis Chapman,6699526,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,Seth Maness (6699664),Seth Maness,6699664,4000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,RP,Matt Barnes (6699504),Matt Barnes,6699504,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,RP,Tyler Thornburg (6699575),Tyler Thornburg,6699575,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,SP,Brandon Cumpton (6699428),Brandon Cumpton,6699428,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,RP,A.J. Schugel (6699619),A.J. Schugel,6699619,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,RP,Cam Bedrosian (6699665),Cam Bedrosian,6699665,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,SP,Jesse Biddle (6699368),Jesse Biddle,6699368,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,Addison Reed (6699689),Addison Reed,6699689,4000,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,RP,Michael Mariot (6699549),Michael Mariot,6699549,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Heath Hembree (6699505),Heath Hembree,6699505,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,SP,Domingo German (6699352),Domingo German,6699352,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,Chasen Shreve (6699527),Chasen Shreve,6699527,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,Kyle Ryan (6699644),Kyle Ryan,6699644,4000,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,RP,Adam Liberatore (6699691),Adam Liberatore,6699691,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Blake Treinen (6699645),Blake Treinen,6699645,4000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,RP,Casey Sadler (6699620),Casey Sadler,6699620,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,SP,Dillon Overton (6699333),Dillon Overton,6699333,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,RP,Dan Winkler (6699550),Dan Winkler,6699550,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,A.J. Achter (6699666),A.J. Achter,6699666,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,RP,Hector Neris (6699551),Hector Neris,6699551,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Frankie Montas (6699692),Frankie Montas,6699692,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Nefi Ogando (6699576),Nefi Ogando,6699576,4000,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,RP,Jack Leathersich (6699599),Jack Leathersich,6699599,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Andrew McKirahan (6699552),Andrew McKirahan,6699552,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,R.J. Alvarez (6699506),R.J. Alvarez,6699506,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,RP,Drew VerHagen (6699646),Drew VerHagen,6699646,4000,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,RP,Colton Murray (6699553),Colton Murray,6699553,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Luis Perdomo (6699600),Luis Perdomo,6699600,4000,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,RP,Miguel Almonte (6699528),Miguel Almonte,6699528,4000,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,RP,Carter Capps (6699578),Carter Capps,6699578,4000,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,RP,Tony Cingrani (6699621),Tony Cingrani,6699621,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Carson Smith (6699507),Carson Smith,6699507,4000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,RP,Kevin Quackenbush (6699601),Kevin Quackenbush,6699601,4000,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,RP,Aaron Brooks (6699602),Aaron Brooks,6699602,4000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,RP,Branden Pinder (6699529),Branden Pinder,6699529,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,Elvis Araujo (6699554),Elvis Araujo,6699554,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Nick Goody (6699530),Nick Goody,6699530,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,RP,Kyle Barraclough (6699579),Kyle Barraclough,6699579,4000,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,SP,Austin Voth (6699451),Austin Voth,6699451,4000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,SP,Kendall Graveman (6699337),Kendall Graveman,6699337,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,SP,Zach Eflin (6699375),Zach Eflin,6699375,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,SP,Lucas Sims (6699376),Lucas Sims,6699376,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,SP,Jake Thompson (6699377),Jake Thompson,6699377,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Daniel Stumpf (6699555),Daniel Stumpf,6699555,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Matt Bowman (6699667),Matt Bowman,6699667,4000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,RP,J.B. Wendelken (6699508),J.B. Wendelken,6699508,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,SP,Josh Hader (6699395),Josh Hader,6699395,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,RP,Shae Simmons (6699556),Shae Simmons,6699556,4000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,RP,Ryan Dull (6699509),Ryan Dull,6699509,4000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,RP,Nick Rumbelow (6699531),Nick Rumbelow,6699531,4000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,SP,Julio Urias (6699489),Julio Urias,6699489,4000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,RP,Corey Knebel (6699580),Corey Knebel,6699580,4000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,SP,Chad Kuhl (6699438),Chad Kuhl,6699438,4000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,SP,Nate Smith (6699471),Nate Smith,6699471,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,RP,Layne Somsen (6699622),Layne Somsen,6699622,4000,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,RP,Dalier Hinojosa (6699557),Dalier Hinojosa,6699557,4000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,RP,Greg Mahle (6699668),Greg Mahle,6699668,4000,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,OF,Brett Gardner (6699943),Brett Gardner,6699943,3900,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,OF,Billy Burns (6699936),Billy Burns,6699936,3900,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,OF,Marcell Ozuna (6699972),Marcell Ozuna,6699972,3900,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,3B,Eugenio Suarez (6699855),Eugenio Suarez,6699855,3900,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,3B/SS,Jung Ho Kang (6699889),Jung Ho Kang,6699889,3900,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,OF,Rusney Castillo (6699940),Rusney Castillo,6699940,3900,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,1B,John Jaso (6699763),John Jaso,6699763,3800,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,1B,Chris Carter (6699756),Chris Carter,6699756,3800,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,3B,David Freese (6699854),David Freese,6699854,3800,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,OF,Josh Reddick (6699934),Josh Reddick,6699934,3800,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,3B,David Wright (6699860),David Wright,6699860,3700,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,OF,Curtis Granderson (6700030),Curtis Granderson,6700030,3700,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,2B,Ian Kinsler (6699804),Ian Kinsler,6699804,3700,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,3B,Martin Prado (6699850),Martin Prado,6699850,3700,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,OF,Lorenzo Cain (6699942),Lorenzo Cain,6699942,3700,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,OF,Matt Joyce (6699994),Matt Joyce,6699994,3700,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,OF,Billy Hamilton (6699996),Billy Hamilton,6699996,3700,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,OF,Joc Pederson (6700036),Joc Pederson,6700036,3700,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,1B/3B,Alex Rodriguez (6699773),Alex Rodriguez,6699773,3600,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,OF,Jayson Werth (6700005),Jayson Werth,6700005,3600,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,1B,Mark Teixeira (6699749),Mark Teixeira,6699749,3600,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,1B/OF,Brandon Moss (6699783),Brandon Moss,6699783,3600,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,1B,Miguel Cabrera (6699766),Miguel Cabrera,6699766,3600,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,OF,Nick Markakis (6699955),Nick Markakis,6699955,3600,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,C,Francisco Cervelli (6699719),Francisco Cervelli,6699719,3600,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,OF,Justin Upton (6700008),Justin Upton,6700008,3600,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,OF,Khris Davis (6699935),Khris Davis,6699935,3600,Oak@Bos 07:10PM ET,Oak,
